variable,nb_nan,part_nan_pct
area,0,0.0
crop,0,0.0
year,0,0.0
target_yield_t_ha,0,0.0
average_rain_fall_mm_per_year,6181,21.05
pesticides_tonnes,5214,17.75
avg_temp,11522,39.23
